Index  Elem    Ion     Freq(ev)    Wavelength(A)
 1641    H        I  2.654227E-01  4.671200E+04
 1642   Fe       II  2.536503E-01  4.888000E+04
 1643   Ar        V  2.516639E-01  4.926580E+04
 1644   Fe       II  2.449797E-01  5.061000E+04
 1645    H        I  2.418120E-01  5.127300E+04
 1646   Fe       II  2.322237E-01  5.339000E+04
 1647    S        X  2.269564E-01  5.462910E+04
 1648   Mg      VII  2.250964E-01  5.508050E+04
 1649   Mg        V  2.212515E-01  5.603770E+04
 1650   Fe       XI  2.197632E-01  5.641720E+04
 1651   Fe       II  2.185900E-01  5.672000E+04
 1652    H        I  2.099080E-01  5.906600E+04
 1653   Ar      III  1.947380E-01  6.366720E+04
 1654   Si      VII  1.907673E-01  6.499240E+04
 1655   Ni       II  1.878788E-01  6.599160E+04
 1656   Cl        V  1.850486E-01  6.700090E+04
 1657   Fe       II  1.845004E-01  6.720000E+04
 1658   Ar       II  1.775444E-01  6.983280E+04
 1659   Na      III  1.694908E-01  7.315100E+04
 1660   Cl       IV  1.664252E-01  7.449850E+04
 1661    H        I  1.662477E-01  7.457800E+04
 1662   Ni        I  1.653123E-01  7.500000E+04
 1663    H        I  1.653013E-01  7.500500E+04
 1664   Ne       VI  1.624483E-01  7.632230E+04
 1665   Fe      VII  1.587864E-01  7.808240E+04
 1666   Ar        V  1.569230E-01  7.900960E+04
 1667   Fe      VII  1.536156E-01  8.071070E+04
 1668    S        X  1.426229E-01  8.693150E+04
 1669   Mg      VII  1.385675E-01  8.947570E+04
 1670   Ar      III  1.379250E-01  8.989250E+04
 1671   Ne        V  1.376752E-01  9.005560E+04
 1672   Fe      VII  1.304405E-01  9.505040E+04
 1673   Cl       II  1.239842E-01  1.000000E+05
 1674   Cl       II  1.236159E-01  1.002980E+05
 1675    S       IV  1.178322E-01  1.052210E+05
 1676   Ni       II  1.158731E-01  1.070000E+05
 1677   Ne      III  1.141881E-01  1.085790E+05
 1678   Ni        I  1.097206E-01  1.130000E+05
 1679   Cl        I  1.094310E-01  1.132990E+05
 1680   Ni        I  1.087581E-01  1.140000E+05
 1681   Ca        V  1.080040E-01  1.147960E+05
 1682   Cl       IV  1.053858E-01  1.176480E+05
 1683   Fe      VII  1.052551E-01  1.177940E+05
 1684    S      III  1.032625E-01  1.200670E+05
 1685    H        I  1.002460E-01  1.236800E+05
 1686   Ne       II  9.677574E-02  1.281150E+05
 1687   Ar        V  9.470953E-02  1.309100E+05
 1688   Mg        V  9.186672E-02  1.349610E+05
 1689   Fe        I  8.731285E-02  1.420000E+05
 1690   Ne        V  8.653102E-02  1.432830E+05
 1691   Cl       II  8.634361E-02  1.435940E+05
 1692   Cl       II  8.610017E-02  1.440000E+05
 1693   Ni        I  8.377314E-02  1.480000E+05
 1694   Ne      III  7.972597E-02  1.555130E+05
 1695    S        I  7.125531E-02  1.740000E+05
 1696   Fe       II  6.914905E-02  1.793000E+05
 1697   Si     VIII  6.639191E-02  1.867460E+05
 1698    S      III  6.636526E-02  1.868210E+05
 1699   Cl       IV  6.101497E-02  2.032030E+05
 1700   Ar      III  5.681331E-02  2.182310E+05
 1701   Fe        I  5.559832E-02  2.230000E+05
 1702   Fe       II  5.414159E-02  2.290000E+05
 1703   Fe        I  5.166010E-02  2.400000E+05
 1704   Ne        V  5.114440E-02  2.424200E+05
 1705   Fe       II  5.058517E-02  2.451000E+05
 1706    S        I  4.920010E-02  2.520000E+05
 1707   Fe      VII  4.836069E-02  2.563740E+05
 1708   Si      III  4.821307E-02  2.571590E+05
 1709    O       IV  4.791310E-02  2.587690E+05
 1710   Fe       II  4.772296E-02  2.598000E+05
 1711    O       IV  3.901059E-02  3.178220E+05
 1712    O      III  3.797746E-02  3.264680E+05
 1713   Cl       II  3.726574E-02  3.327030E+05
 1714   Cl       II  3.712103E-02  3.340000E+05
 1715    S      III  3.685992E-02  3.363660E+05
 1716   Fe        I  3.625270E-02  3.420000E+05
 1717   Fe       II  3.578189E-02  3.465000E+05
 1718   Si       II  3.563370E-02  3.479410E+05
 1719   Fe       II  3.508326E-02  3.534000E+05
 1720   Fe       II  3.466152E-02  3.577000E+05
 1721   Ne      III  3.442505E-02  3.601570E+05
 1722   Si      III  3.240884E-02  3.825630E+05
 1723   Si     VIII  3.069798E-02  4.038840E+05
 1724    O        I  2.805073E-02  4.420000E+05
 1725   Si        I  2.767505E-02  4.480000E+05
 1726   Ni        I  2.540661E-02  4.880000E+05
 1727   Fe       II  2.465386E-02  5.029000E+05
 1728   Fe       II  2.417318E-02  5.129000E+05
 1729    O      III  2.393648E-02  5.179720E+05
 1730    O       IV  2.260617E-02  5.484530E+05
 1731   Ar       IV  2.196359E-02  5.644990E+05
 1732    S        I  2.190534E-02  5.660000E+05
 1733    N      III  2.160588E-02  5.738450E+05
 1734   Fe       II  2.062623E-02  6.011000E+05
 1735    O        I  1.964885E-02  6.310000E+05
 1736    O        I  1.963488E-02  6.314490E+05
 1737   Si        I  1.812635E-02  6.840000E+05
 1738    O       IV  1.640448E-02  7.557950E+05
 1739    N       II  1.621985E-02  7.643980E+05
 1740   Ar       IV  1.598885E-02  7.754420E+05
 1741   Si      III  1.590433E-02  7.795630E+05
 1742   Fe       II  1.419234E-02  8.736000E+05
 1743    O      III  1.404098E-02  8.830170E+05
 1744   Mg       VI  1.298502E-02  9.548250E+05
 1745   Cl      III  1.186209E-02  1.045214E+06
 1746    N       II  1.017643E-02  1.218347E+06
 1747    C      III  9.902705E-03  1.252024E+06
 1748   Si        I  9.566686E-03  1.296000E+06
 1749    O        I  8.515401E-03  1.456000E+06
 1750    O        I  8.490763E-03  1.460225E+06
 1751   Cl      III  8.116171E-03  1.527620E+06
 1752    C       II  7.865194E-03  1.576366E+06
 1753    C      III  7.001907E-03  1.770721E+06
 1754    N       II  6.037183E-03  2.053677E+06
 1755    S       II  5.818668E-03  2.130801E+06
 1756   Ne       IV  5.568942E-03  2.226352E+06
 1757    C        I  5.392964E-03  2.299000E+06
 1758    C        I  5.381466E-03  2.303912E+06
 1759    S       II  3.945707E-03  3.142257E+06
 1760    C        I  3.360007E-03  3.690000E+06
 1761    C        I  3.350913E-03  3.700014E+06
 1762    C      III  2.900790E-03  4.274154E+06
 1763    O       II  2.416122E-03  5.131540E+06
 1764   Mg       VI  2.219794E-03  5.585393E+06
 1765    C        I  2.035198E-03  6.092000E+06
 1766    C        I  2.030553E-03  6.105934E+06
 1767    N        I  1.080075E-03  1.147923E+07
 1768   Ne       IV  8.116171E-04  1.527620E+07
 1769    O       II  1.373506E-04  9.026846E+07
 1770    N        I  4.788540E-05  2.589187E+08
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
