Index  Elem    Ion     Freq(ev)    Wavelength(A)
 8429   Ni        X  1.430037E+02  8.670000E+01
 8430   Fe       XI  1.429543E+02  8.673000E+01
 8431   Na       VI  1.428390E+02  8.680000E+01
 8432   F        VI  1.428061E+02  8.682000E+01
 8433   Na      VII  1.426746E+02  8.690000E+01
 8434   F       VII  1.426582E+02  8.691000E+01
 8435   Fe        X  1.425106E+02  8.700000E+01
 8436   Ne       VI  1.424288E+02  8.705000E+01
 8437   Mg        V  1.423961E+02  8.707000E+01
 8438   Ne       VI  1.423961E+02  8.707000E+01
 8439   Fe     VIII  1.423307E+02  8.711000E+01
 8440   Mn     VIII  1.422980E+02  8.713000E+01
 8441   Zn     XXII  1.422001E+02  8.719000E+01
 8442   Al        V  1.421675E+02  8.721000E+01
 8443   Na       VI  1.420534E+02  8.728000E+01
 8444   Al        V  1.420209E+02  8.730000E+01
 8445   Mg        V  1.420209E+02  8.730000E+01
 8446   Ni       XI  1.420046E+02  8.731000E+01
 8447   Cu     XVII  1.420046E+02  8.731000E+01
 8448   Ni       XI  1.420046E+02  8.731000E+01
 8449   Zn    XXIII  1.420046E+02  8.731000E+01
 8450   Co       VI  1.420046E+02  8.731000E+01
 8451   Cu     XVII  1.420046E+02  8.731000E+01
 8452   Zn    XXIII  1.420046E+02  8.731000E+01
 8453   Mn      XXI  1.420046E+02  8.731000E+01
 8454   Ni       XI  1.420046E+02  8.731000E+01
 8455   Cu     XVII  1.420046E+02  8.731000E+01
 8456   Zn    XXIII  1.420046E+02  8.731000E+01
 8457   Al       VI  1.418746E+02  8.739000E+01
 8458   Ne       VI  1.417935E+02  8.744000E+01
 8459   Fe        X  1.417125E+02  8.749000E+01
 8460   Fe     VIII  1.416963E+02  8.750000E+01
 8461   Mg        V  1.415668E+02  8.758000E+01
 8462   Al       VI  1.413893E+02  8.769000E+01
 8463   Ti       XI  1.413248E+02  8.773000E+01
 8464   Fe       XI  1.413087E+02  8.774000E+01
 8465   Ne       VI  1.411318E+02  8.785000E+01
 8466   Ni     XIII  1.410033E+02  8.793000E+01
 8467   Ni      XII  1.410033E+02  8.793000E+01
 8468   Ni    XVIII  1.410033E+02  8.793000E+01
 8469   Ni     XIII  1.410033E+02  8.793000E+01
 8470   Cu    XVIII  1.410033E+02  8.793000E+01
 8471   Ni     XIII  1.410033E+02  8.793000E+01
 8472   Ni      XII  1.410033E+02  8.793000E+01
 8473   Cu    XVIII  1.410033E+02  8.793000E+01
 8474   Ni      XII  1.410033E+02  8.793000E+01
 8475   Fe     XIII  1.409873E+02  8.794000E+01
 8476   Al        V  1.409873E+02  8.794000E+01
 8477   Fe     VIII  1.409392E+02  8.797000E+01
 8478   Mn      VII  1.409072E+02  8.799000E+01
 8479   Ne      VII  1.408272E+02  8.804000E+01
 8480   Ca     VIII  1.407952E+02  8.806000E+01
 8481   Na       VI  1.407792E+02  8.807000E+01
 8482   F        VI  1.407472E+02  8.809000E+01
 8483   Mg        V  1.407313E+02  8.810000E+01
 8484   Fe     VIII  1.406834E+02  8.813000E+01
 8485   V         X  1.406036E+02  8.818000E+01
 8486   Al       VI  1.405080E+02  8.824000E+01
 8487   Na       VI  1.404443E+02  8.828000E+01
 8488   Be      III  1.403966E+02  8.831000E+01
 8489   Na       VI  1.403489E+02  8.834000E+01
 8490   Fe      XII  1.402061E+02  8.843000E+01
 8491   Ne       VI  1.402061E+02  8.843000E+01
 8492   Cu      XIX  1.400003E+02  8.856000E+01
 8493   Ni      XIV  1.400003E+02  8.856000E+01
 8494   Co      VII  1.400003E+02  8.856000E+01
 8495   Ni      XIV  1.400003E+02  8.856000E+01
 8496   Cu      XIX  1.400003E+02  8.856000E+01
 8497   Mg        V  1.399055E+02  8.862000E+01
 8498   Be      III  1.398897E+02  8.863000E+01
 8499   Al        V  1.397163E+02  8.874000E+01
 8500   Mn      XIX  1.397006E+02  8.875000E+01
 8501   Fe       XI  1.397006E+02  8.875000E+01
 8502   Mg      XII  1.395747E+02  8.883000E+01
 8503   Fe     VIII  1.395590E+02  8.884000E+01
 8504   Ni    XXIII  1.393708E+02  8.896000E+01
 8505   Co        X  1.393551E+02  8.897000E+01
 8506   Mn      VII  1.392925E+02  8.901000E+01
 8507   Ne       VI  1.392768E+02  8.902000E+01
 8508   Fe      XII  1.391050E+02  8.913000E+01
 8509   Na      VII  1.390737E+02  8.915000E+01
 8510   Fe     VIII  1.390426E+02  8.917000E+01
 8511   Co      XIX  1.389958E+02  8.920000E+01
 8512   Cu       XX  1.389958E+02  8.920000E+01
 8513   Co      XIX  1.389958E+02  8.920000E+01
 8514   Cu       XX  1.389958E+02  8.920000E+01
 8515   Ne       VI  1.388868E+02  8.927000E+01
 8516   O       VII  1.387469E+02  8.936000E+01
 8517   Zn     VIII  1.386073E+02  8.945000E+01
 8518   Fe     VIII  1.384062E+02  8.958000E+01
 8519   O       VII  1.383444E+02  8.962000E+01
 8520   Ca     VIII  1.382364E+02  8.969000E+01
 8521   Ne       VI  1.381440E+02  8.975000E+01
 8522   Mg        V  1.381440E+02  8.975000E+01
 8523   Fe     XIII  1.380517E+02  8.981000E+01
 8524   Ni       IX  1.380056E+02  8.984000E+01
 8525   Ni       XV  1.380056E+02  8.984000E+01
 8526   Ni       IX  1.380056E+02  8.984000E+01
 8527   Ni       XV  1.380056E+02  8.984000E+01
 8528   Co     VIII  1.380056E+02  8.984000E+01
 8529   Ni       XV  1.380056E+02  8.984000E+01
 8530   Ni       IX  1.380056E+02  8.984000E+01
 8531   Cr     XXII  1.380056E+02  8.984000E+01
 8532   Fe        X  1.379903E+02  8.985000E+01
 8533   Ne       VI  1.379749E+02  8.986000E+01
 8534   Fe     VIII  1.379749E+02  8.986000E+01
 8535   Si        V  1.379595E+02  8.987000E+01
 8536   Ca     VIII  1.378828E+02  8.992000E+01
 8537   Fe       XI  1.376991E+02  9.004000E+01
 8538   Fe     VIII  1.376227E+02  9.009000E+01
 8539   F        VI  1.376227E+02  9.009000E+01
 8540   Mg        V  1.375006E+02  9.017000E+01
 8541   Ne       VI  1.374091E+02  9.023000E+01
 8542   Mg        V  1.372874E+02  9.031000E+01
 8543   Ca     VIII  1.372570E+02  9.033000E+01
 8544   Mg        V  1.372114E+02  9.036000E+01
 8545   Mg        V  1.371507E+02  9.040000E+01
 8546   Ca     VIII  1.370749E+02  9.045000E+01
 8547   Co       IX  1.369992E+02  9.050000E+01
 8548   Co        X  1.369992E+02  9.050000E+01
 8549   Co       IX  1.369992E+02  9.050000E+01
 8550   Fe      XIV  1.369689E+02  9.052000E+01
 8551   Ca     VIII  1.368027E+02  9.063000E+01
 8552   P        VI  1.367725E+02  9.065000E+01
 8553   Ca       IX  1.367272E+02  9.068000E+01
 8554   Mg        V  1.366820E+02  9.071000E+01
 8555   Zn       IX  1.366067E+02  9.076000E+01
 8556   Ca     VIII  1.365465E+02  9.080000E+01
 8557   Al        V  1.364714E+02  9.085000E+01
 8558   Mg        V  1.364413E+02  9.087000E+01
 8559   Al        V  1.364413E+02  9.087000E+01
 8560   Al        V  1.363813E+02  9.091000E+01
 8561   Ne       VI  1.363363E+02  9.094000E+01
 8562   V      VIII  1.363063E+02  9.096000E+01
 8563   Ca     VIII  1.362614E+02  9.099000E+01
 8564   Mg        V  1.362165E+02  9.102000E+01
 8565   Al        V  1.362015E+02  9.103000E+01
 8566   O       VII  1.361267E+02  9.108000E+01
 8567   Ca     VIII  1.361118E+02  9.109000E+01
 8568   Ni      XVI  1.360073E+02  9.116000E+01
 8569   Fe        V  1.360073E+02  9.116000E+01
 8570   Ni      XVI  1.360073E+02  9.116000E+01
 8571   Co        X  1.360073E+02  9.116000E+01
 8572   F        VI  1.359775E+02  9.118000E+01
 8573   P        VI  1.359029E+02  9.123000E+01
 8574   Cu      VII  1.359029E+02  9.123000E+01
 8575   P        VI  1.359029E+02  9.123000E+01
 8576   Si       VI  1.358136E+02  9.129000E+01
 8577   Ca     VIII  1.357690E+02  9.132000E+01
 8578   Sc      XXI  1.357541E+02  9.133000E+01
 8579   P        VI  1.355463E+02  9.147000E+01
 8580   Mg        V  1.355463E+02  9.147000E+01
 8581   Cu      XXI  1.355019E+02  9.150000E+01
 8582   Na        V  1.354871E+02  9.151000E+01
 8583   Na       VI  1.354871E+02  9.151000E+01
 8584   Mg        V  1.354427E+02  9.154000E+01
 8585   Ne       VI  1.353097E+02  9.163000E+01
 8586   Co      XIX  1.352654E+02  9.166000E+01
 8587   Fe     VIII  1.352064E+02  9.170000E+01
 8588   Na        V  1.351769E+02  9.172000E+01
 8589   Mg        V  1.350738E+02  9.179000E+01
 8590   Ni     XVII  1.350003E+02  9.184000E+01
 8591   P        VI  1.350003E+02  9.184000E+01
 8592   Ni     XVII  1.350003E+02  9.184000E+01
 8593   Co      XII  1.350003E+02  9.184000E+01
 8594   P        VI  1.350003E+02  9.184000E+01
 8595   Co      XII  1.350003E+02  9.184000E+01
 8596   Co       XI  1.350003E+02  9.184000E+01
 8597   Cr       XX  1.350003E+02  9.184000E+01
 8598   Co       XI  1.350003E+02  9.184000E+01
 8599   P        VI  1.350003E+02  9.184000E+01
 8600   Ni     XVII  1.350003E+02  9.184000E+01
 8601   P        VI  1.350003E+02  9.184000E+01
 8602   Co       XI  1.350003E+02  9.184000E+01
 8603   P        VI  1.350003E+02  9.184000E+01
 8604   Al        V  1.349415E+02  9.188000E+01
 8605   Cu      XIV  1.348974E+02  9.191000E+01
 8606   Mg        V  1.348681E+02  9.193000E+01
 8607   Ca      VII  1.347508E+02  9.201000E+01
 8608   Ca       IX  1.347069E+02  9.204000E+01
 8609   Na        V  1.346630E+02  9.207000E+01
 8610   Zn        X  1.346045E+02  9.211000E+01
 8611   Ca     VIII  1.345461E+02  9.215000E+01
 8612   Ne        V  1.345169E+02  9.217000E+01
 8613   Na        V  1.342402E+02  9.236000E+01
 8614   Mg        V  1.341966E+02  9.239000E+01
 8615   Sc       IX  1.341966E+02  9.239000E+01
 8616   Mg        V  1.341821E+02  9.240000E+01
 8617   Zn        X  1.339936E+02  9.253000E+01
 8618   Fe       VI  1.339936E+02  9.253000E+01
 8619   Zn        X  1.339936E+02  9.253000E+01
 8620   Cu     XXII  1.339936E+02  9.253000E+01
 8621   Ni    XVIII  1.339936E+02  9.253000E+01
 8622   Zn        X  1.339936E+02  9.253000E+01
 8623   Co     XIII  1.339936E+02  9.253000E+01
 8624   Cu     XXII  1.339936E+02  9.253000E+01
 8625   Zn        X  1.339936E+02  9.253000E+01
 8626   Cu     XXII  1.339936E+02  9.253000E+01
 8627   Zn        X  1.339936E+02  9.253000E+01
 8628   Ni    XVIII  1.339936E+02  9.253000E+01
 8629   Zn        X  1.339936E+02  9.253000E+01
 8630   Mg        V  1.339357E+02  9.257000E+01
 8631   Mg        V  1.339212E+02  9.258000E+01
 8632   Ne        V  1.338923E+02  9.260000E+01
 8633   Fe     VIII  1.338778E+02  9.261000E+01
 8634   Cu     VIII  1.338056E+02  9.266000E+01
 8635   Mg        V  1.337911E+02  9.267000E+01
 8636   Al       VI  1.337911E+02  9.267000E+01
 8637   Na       VI  1.336613E+02  9.276000E+01
 8638   Fe       XV  1.336469E+02  9.277000E+01
 8639   Ne        V  1.336181E+02  9.279000E+01
 8640   Mg        V  1.336181E+02  9.279000E+01
 8641   Na        V  1.335174E+02  9.286000E+01
 8642   Na       VI  1.334455E+02  9.291000E+01
 8643   Ar     VIII  1.333164E+02  9.300000E+01
 8644   Ni      XIX  1.330018E+02  9.322000E+01
 8645   Co     XVII  1.330018E+02  9.322000E+01
 8646   Ni      XIX  1.330018E+02  9.322000E+01
 8647   O        VI  1.329732E+02  9.324000E+01
 8648   F      VIII  1.329732E+02  9.324000E+01
 8649   Ca      VII  1.329305E+02  9.327000E+01
 8650   Na        V  1.329020E+02  9.329000E+01
 8651   Mg        V  1.328450E+02  9.333000E+01
 8652   Ca     VIII  1.327739E+02  9.338000E+01
 8653   Ca      VII  1.327454E+02  9.340000E+01
 8654   Fe        X  1.327028E+02  9.343000E+01
 8655   Ne        V  1.325751E+02  9.352000E+01
 8656   Zn       XI  1.325043E+02  9.357000E+01
 8657   P         V  1.324052E+02  9.364000E+01
 8658   Ne        V  1.323769E+02  9.366000E+01
 8659   Co      XIV  1.319964E+02  9.393000E+01
 8660   Fe    XVIII  1.319964E+02  9.393000E+01
 8661   Co      XIV  1.319964E+02  9.393000E+01
 8662   Fe    XVIII  1.319964E+02  9.393000E+01
 8663   Fe      VII  1.319964E+02  9.393000E+01
 8664   Na        V  1.318561E+02  9.403000E+01
 8665   Al        V  1.318561E+02  9.403000E+01
 8666   Co     XXII  1.318561E+02  9.403000E+01
 8667   Al        V  1.318140E+02  9.406000E+01
 8668   O        VI  1.318140E+02  9.406000E+01
 8669   Cu       IX  1.318000E+02  9.407000E+01
 8670   Fe     VIII  1.317440E+02  9.411000E+01
 8671   Cr    XVIII  1.316740E+02  9.416000E+01
 8672   Ca     VIII  1.315762E+02  9.423000E+01
 8673   Zn      XII  1.315064E+02  9.428000E+01
 8674   P         V  1.315064E+02  9.428000E+01
 8675   Zn      XII  1.315064E+02  9.428000E+01
 8676   P         V  1.315064E+02  9.428000E+01
 8677   Mg        V  1.313392E+02  9.440000E+01
 8678   Fe     VIII  1.313114E+02  9.442000E+01
 8679   Ca     VIII  1.311586E+02  9.453000E+01
 8680   Ar     VIII  1.310477E+02  9.461000E+01
 8681   Na      VII  1.310200E+02  9.463000E+01
 8682   Fe     VIII  1.310062E+02  9.464000E+01
 8683   V       XXI  1.310062E+02  9.464000E+01
 8684   Ca     VIII  1.310062E+02  9.464000E+01
 8685   Na        V  1.309508E+02  9.468000E+01
 8686   F      VIII  1.308127E+02  9.478000E+01
 8687   Ca     VIII  1.307299E+02  9.484000E+01
 8688   Ne       VI  1.306748E+02  9.488000E+01
 8689   Mg        V  1.306335E+02  9.491000E+01
 8690   Ni      VII  1.306060E+02  9.493000E+01
 8691   Ca     VIII  1.306060E+02  9.493000E+01
 8692   Ne        V  1.305647E+02  9.496000E+01
 8693   Sc       XI  1.305510E+02  9.497000E+01
 8694   Zn     XIII  1.304960E+02  9.501000E+01
 8695   Ni       XX  1.304960E+02  9.501000E+01
 8696   Zn     XIII  1.304960E+02  9.501000E+01
 8697   Ni       XX  1.304960E+02  9.501000E+01
 8698   Na        V  1.303999E+02  9.508000E+01
 8699   Fe       XI  1.303451E+02  9.512000E+01
 8700   Mg       VI  1.303177E+02  9.514000E+01
 8701   Ca     VIII  1.302082E+02  9.522000E+01
 8702   Fe        X  1.302082E+02  9.522000E+01
 8703   O        VI  1.301945E+02  9.523000E+01
 8704   Ca      VII  1.301125E+02  9.529000E+01
 8705   Fe       IX  1.300034E+02  9.537000E+01
 8706   Mn       IV  1.300034E+02  9.537000E+01
 8707   Co       XV  1.300034E+02  9.537000E+01
 8708   Fe     XIII  1.299489E+02  9.541000E+01
 8709   Si      XIV  1.299217E+02  9.543000E+01
 8710   Mg      VII  1.298400E+02  9.549000E+01
 8711   Cu        X  1.297993E+02  9.552000E+01
 8712   Ca     VIII  1.297585E+02  9.555000E+01
 8713   Si        V  1.297585E+02  9.555000E+01
 8714   Mg        V  1.296364E+02  9.564000E+01
 8715   Fe     XIII  1.294334E+02  9.579000E+01
 8716   Zn       XV  1.294064E+02  9.581000E+01
 8717   Zn      XIV  1.294064E+02  9.581000E+01
 8718   Zn       XV  1.294064E+02  9.581000E+01
 8719   Zn      XIV  1.294064E+02  9.581000E+01
 8720   Zn       XV  1.294064E+02  9.581000E+01
 8721   Fe     XIII  1.293794E+02  9.583000E+01
 8722   Ca     VIII  1.293389E+02  9.586000E+01
 8723   Fe     XIII  1.293119E+02  9.588000E+01
 8724   Mg        V  1.292445E+02  9.593000E+01
 8725   Na        V  1.292445E+02  9.593000E+01
 8726   Si       VI  1.291906E+02  9.597000E+01
 8727   Al        V  1.291637E+02  9.599000E+01
 8728   Mg        V  1.290830E+02  9.605000E+01
 8729   Fe      XIV  1.290293E+02  9.609000E+01
 8730   Co      XVI  1.290024E+02  9.611000E+01
 8731   Fe        X  1.290024E+02  9.611000E+01
 8732   Fe       XI  1.290024E+02  9.611000E+01
 8733   Co      XVI  1.290024E+02  9.611000E+01
 8734   Fe       XI  1.290024E+02  9.611000E+01
 8735   Mn       XI  1.290024E+02  9.611000E+01
 8736   Co      XVI  1.290024E+02  9.611000E+01
 8737   Fe       XI  1.290024E+02  9.611000E+01
 8738   Mn       XI  1.290024E+02  9.611000E+01
 8739   Fe        X  1.290024E+02  9.611000E+01
 8740   O       VII  1.289488E+02  9.615000E+01
 8741   Ne       VI  1.289220E+02  9.617000E+01
 8742   O       VII  1.289086E+02  9.618000E+01
 8743   Cu       XI  1.288014E+02  9.626000E+01
 8744   Fe      XIV  1.287613E+02  9.629000E+01
 8745   Ni     VIII  1.286010E+02  9.641000E+01
 8746   Ca     VIII  1.285743E+02  9.643000E+01
 8747   O       VII  1.285610E+02  9.644000E+01
 8748   Zn      XVI  1.284013E+02  9.656000E+01
 8749   P        IV  1.282950E+02  9.664000E+01
 8750   Cr      VII  1.282950E+02  9.664000E+01
 8751   P        IV  1.282950E+02  9.664000E+01
 8752   Ca     VIII  1.282551E+02  9.667000E+01
 8753   Ni      XXI  1.282551E+02  9.667000E+01
 8754   O       VII  1.282286E+02  9.669000E+01
 8755   Fe      XII  1.280564E+02  9.682000E+01
 8756   Fe      XII  1.280036E+02  9.686000E+01
 8757   Mn        V  1.280036E+02  9.686000E+01
 8758   Fe      XII  1.280036E+02  9.686000E+01
 8759   Co     XVII  1.280036E+02  9.686000E+01
 8760   V       XIX  1.280036E+02  9.686000E+01
 8761   Fe      XII  1.280036E+02  9.686000E+01
 8762   Fe      XIV  1.279507E+02  9.690000E+01
 8763   Ca     VIII  1.279111E+02  9.693000E+01
 8764   Fe        X  1.278584E+02  9.697000E+01
 8765   Ar     VIII  1.278188E+02  9.700000E+01
 8766   O        VI  1.278188E+02  9.700000E+01
 8767   Na        V  1.277266E+02  9.707000E+01
 8768   O       VII  1.277135E+02  9.708000E+01
 8769   Ne        V  1.277135E+02  9.708000E+01
 8770   Cu      XII  1.277003E+02  9.709000E+01
 8771   P        IV  1.273985E+02  9.732000E+01
 8772   Ni     XIII  1.273985E+02  9.732000E+01
 8773   P        IV  1.273985E+02  9.732000E+01
 8774   Ni     XIII  1.273985E+02  9.732000E+01
 8775   P        IV  1.273985E+02  9.732000E+01
 8776   Ni     XIII  1.273985E+02  9.732000E+01
 8777   P        IV  1.273985E+02  9.732000E+01
 8778   Ni     XIII  1.273985E+02  9.732000E+01
 8779   Na        V  1.273070E+02  9.739000E+01
 8780   Mg        V  1.271112E+02  9.754000E+01
 8781   Ti     VIII  1.270981E+02  9.755000E+01
 8782   Ti       IX  1.270981E+02  9.755000E+01
 8783   Cr      VII  1.270981E+02  9.755000E+01
 8784   Ti     VIII  1.270981E+02  9.755000E+01
 8785   Ti       IX  1.270981E+02  9.755000E+01
 8786   Cr      VII  1.270981E+02  9.755000E+01
 8787   Ti       IX  1.270981E+02  9.755000E+01
 8788   Ti     VIII  1.270981E+02  9.755000E+01
 8789   Ni      XXI  1.269940E+02  9.763000E+01
 8790   Co    XVIII  1.269940E+02  9.763000E+01
 8791   Ni      XXI  1.269940E+02  9.763000E+01
 8792   Co    XVIII  1.269940E+02  9.763000E+01
 8793   Ni      XXI  1.269940E+02  9.763000E+01
 8794   Ca     VIII  1.267862E+02  9.779000E+01
 8795   Cu     XIII  1.266955E+02  9.786000E+01
 8796   Cu      XIV  1.266955E+02  9.786000E+01
 8797   Ni       IX  1.266050E+02  9.793000E+01
 8798   Ni     XXIV  1.265145E+02  9.800000E+01
 8799   Co     VIII  1.265016E+02  9.801000E+01
 8800   Zn     XVII  1.263985E+02  9.809000E+01
 8801   Fe      XVI  1.262055E+02  9.824000E+01
 8802   Mg        V  1.260387E+02  9.837000E+01
 8803   Fe     XIII  1.260002E+02  9.840000E+01
 8804   Ca      VII  1.260002E+02  9.840000E+01
 8805   Fe     XIII  1.260002E+02  9.840000E+01
 8806   Mn       VI  1.260002E+02  9.840000E+01
 8807   Fe     XIII  1.260002E+02  9.840000E+01
 8808   Ne       VI  1.259490E+02  9.844000E+01
 8809   Cu       XV  1.257064E+02  9.863000E+01
 8810   F      VIII  1.256555E+02  9.867000E+01
 8811   Mg        V  1.255155E+02  9.878000E+01
 8812   F      VIII  1.255155E+02  9.878000E+01
 8813   Cr      VII  1.255028E+02  9.879000E+01
 8814   Ni        X  1.255028E+02  9.879000E+01
 8815   Cr      VII  1.255028E+02  9.879000E+01
 8816   Ni        X  1.255028E+02  9.879000E+01
 8817   Cr      VII  1.255028E+02  9.879000E+01
 8818   Ni        X  1.255028E+02  9.879000E+01
 8819   Ca     VIII  1.252999E+02  9.895000E+01
 8820   Sc     VIII  1.251987E+02  9.903000E+01
 8821   Mn      VII  1.249967E+02  9.919000E+01
 8822   Ti       XX  1.249967E+02  9.919000E+01
 8823   Co      VII  1.249967E+02  9.919000E+01
 8824   Na        V  1.249337E+02  9.924000E+01
 8825   Mg        V  1.249086E+02  9.926000E+01
 8826   Al        V  1.247452E+02  9.939000E+01
 8827   F        VI  1.246699E+02  9.945000E+01
 8828   Al        V  1.245447E+02  9.955000E+01
 8829   Co       IX  1.245447E+02  9.955000E+01
 8830   Ni       XI  1.244947E+02  9.959000E+01
 8831   Mg        V  1.244697E+02  9.961000E+01
 8832   Zn    XVIII  1.242950E+02  9.975000E+01
 8833   Ne       VI  1.242452E+02  9.979000E+01
 8834   F      VIII  1.241829E+02  9.984000E+01
 8835   O        VI  1.241581E+02  9.986000E+01
 8836   Co      XIX  1.240959E+02  9.991000E+01
 8837   P       III  1.240959E+02  9.991000E+01
 8838   Fe     VIII  1.240711E+02  9.993000E+01
 8839   Na       VI  1.240711E+02  9.993000E+01
 8840   Cu       IX  1.239966E+02  9.999000E+01
 8841   Fe      XIV  1.239966E+02  9.999000E+01
 8842   Cu       IX  1.239966E+02  9.999000E+01
 8843   Mn     VIII  1.239966E+02  9.999000E+01
 8844   Cu       IX  1.239966E+02  9.999000E+01
 8845   Fe      XIV  1.239966E+02  9.999000E+01
 8846   Cu       IX  1.239966E+02  9.999000E+01
 8847   Fe      XIV  1.239966E+02  9.999000E+01
 8848   Cu       IX  1.239966E+02  9.999000E+01
 8849   Mn     VIII  1.239966E+02  9.999000E+01
 8850   Cu       IX  1.239966E+02  9.999000E+01
 8851   Mn     VIII  1.239966E+02  9.999000E+01
 8852   Cu       IX  1.239966E+02  9.999000E+01
 8853   V      XVII  1.239842E+02  1.000000E+02
 8854   F      VIII  1.238604E+02  1.001000E+02
 8855   Mg        V  1.237368E+02  1.002000E+02
 8856   Cu      XVI  1.236134E+02  1.003000E+02
 8857   Be      III  1.236134E+02  1.003000E+02
 8858   Cu      XVI  1.236134E+02  1.003000E+02
 8859   Al       VI  1.236134E+02  1.003000E+02
 8860   O       VII  1.236134E+02  1.003000E+02
 8861   Ni     XIII  1.234903E+02  1.004000E+02
 8862   Ni      XII  1.234903E+02  1.004000E+02
 8863   Ni     XIII  1.234903E+02  1.004000E+02
 8864   Ni      XII  1.234903E+02  1.004000E+02
 8865   Ca     VIII  1.233674E+02  1.005000E+02
 8866   Zn      XIX  1.232448E+02  1.006000E+02
 8867   P       III  1.232448E+02  1.006000E+02
 8868   Zn      XIX  1.232448E+02  1.006000E+02
 8869   P       III  1.232448E+02  1.006000E+02
 8870   Fe       XI  1.232448E+02  1.006000E+02
 8871   O       VII  1.232448E+02  1.006000E+02
 8872   Ca     VIII  1.230002E+02  1.008000E+02
 8873   Mn        X  1.230002E+02  1.008000E+02
 8874   Ca       XX  1.230002E+02  1.008000E+02
 8875   Fe       XV  1.230002E+02  1.008000E+02
 8876   Ar     VIII  1.230002E+02  1.008000E+02
 8877   Fe       XV  1.230002E+02  1.008000E+02
 8878   Mn       IX  1.230002E+02  1.008000E+02
 8879   Co     VIII  1.230002E+02  1.008000E+02
 8880   Fe       XV  1.230002E+02  1.008000E+02
 8881   Mn        X  1.230002E+02  1.008000E+02
 8882   Mn       IX  1.230002E+02  1.008000E+02
 8883   Mn     XVII  1.230002E+02  1.008000E+02
 8884   Mn       IX  1.230002E+02  1.008000E+02
 8885   Na       VI  1.228783E+02  1.009000E+02
 8886   Ne        V  1.228783E+02  1.009000E+02
 8887   Mg        V  1.227567E+02  1.010000E+02
 8888   Ne        V  1.226353E+02  1.011000E+02
 8889   Fe      XIV  1.225141E+02  1.012000E+02
 8890   Co       IX  1.225141E+02  1.012000E+02
 8891   Na        V  1.225141E+02  1.012000E+02
 8892   Ni      XIV  1.225141E+02  1.012000E+02
 8893   Ne        V  1.223931E+02  1.013000E+02
 8894   F         V  1.222724E+02  1.014000E+02
 8895   Ne       VI  1.222724E+02  1.014000E+02
 8896   Zn       XX  1.222724E+02  1.014000E+02
 8897   Si       VI  1.222724E+02  1.014000E+02
 8898   Zn       XX  1.222724E+02  1.014000E+02
 8899   Fe      XVI  1.220317E+02  1.016000E+02
 8900   Mg       XI  1.220317E+02  1.016000E+02
 8901   Mn       XI  1.220317E+02  1.016000E+02
 8902   Zn     VIII  1.220317E+02  1.016000E+02
 8903   Fe      XVI  1.220317E+02  1.016000E+02
 8904   Zn     VIII  1.220317E+02  1.016000E+02
 8905   Mn       XI  1.220317E+02  1.016000E+02
 8906   Zn     VIII  1.220317E+02  1.016000E+02
 8907   Ca     VIII  1.220317E+02  1.016000E+02
 8908   Zn     VIII  1.220317E+02  1.016000E+02
 8909   Co       IX  1.220317E+02  1.016000E+02
 8910   Zn     VIII  1.220317E+02  1.016000E+02
 8911   Fe      XVI  1.220317E+02  1.016000E+02
 8912   Ne       VI  1.220317E+02  1.016000E+02
 8913   Zn     VIII  1.220317E+02  1.016000E+02
 8914   Cr       IV  1.220317E+02  1.016000E+02
 8915   Zn     VIII  1.220317E+02  1.016000E+02
 8916   Co       IX  1.220317E+02  1.016000E+02
 8917   Mn       XI  1.220317E+02  1.016000E+02
 8918   Zn     VIII  1.220317E+02  1.016000E+02
 8919   F      VIII  1.219117E+02  1.017000E+02
 8920   Ne        V  1.219117E+02  1.017000E+02
 8921   Be      III  1.219117E+02  1.017000E+02
 8922   Ne        V  1.219117E+02  1.017000E+02
 8923   Si       VI  1.216725E+02  1.019000E+02
 8924   Na        V  1.216725E+02  1.019000E+02
 8925   Si       VI  1.216725E+02  1.019000E+02
 8926   F         V  1.215532E+02  1.020000E+02
 8927   Cu     XVII  1.215532E+02  1.020000E+02
 8928   Sc        X  1.215532E+02  1.020000E+02
 8929   Cu     XVII  1.215532E+02  1.020000E+02
 8930   Ne        V  1.215532E+02  1.020000E+02
 8931   Ca      VII  1.214341E+02  1.021000E+02
 8932   Ca     VIII  1.213153E+02  1.022000E+02
 8933   Zn      XXI  1.211967E+02  1.023000E+02
 8934   Fe       VI  1.210784E+02  1.024000E+02
 8935   Co        X  1.209602E+02  1.025000E+02
 8936   Fe     XVII  1.209602E+02  1.025000E+02
 8937   Co        X  1.209602E+02  1.025000E+02
 8938   Fe     XVII  1.209602E+02  1.025000E+02
 8939   Zn      VII  1.209602E+02  1.025000E+02
 8940   Ti    XVIII  1.209602E+02  1.025000E+02
 8941   Zn      VII  1.209602E+02  1.025000E+02
 8942   Co       XX  1.208423E+02  1.026000E+02
 8943   Ne       VI  1.207247E+02  1.027000E+02
 8944   Ne        V  1.207247E+02  1.027000E+02
 8945   Cu    XVIII  1.206072E+02  1.028000E+02
 8946   F         V  1.206072E+02  1.028000E+02
 8947   Cu    XVIII  1.206072E+02  1.028000E+02
 8948   Mn     XVII  1.204900E+02  1.029000E+02
 8949   Ni       XV  1.204900E+02  1.029000E+02
 8950   Ni     XXIV  1.204900E+02  1.029000E+02
