Index  Elem    Ion     Freq(ev)    Wavelength(A)
 3377   Fe     XVII  1.104045E+03  1.123000E+01
 3378   Cu     XIII  1.103063E+03  1.124000E+01
 3379   Zn       II  1.103063E+03  1.124000E+01
 3380   Zn        V  1.100126E+03  1.127000E+01
 3381   Fe     XXII  1.099151E+03  1.128000E+01
 3382   Fe    XVIII  1.099151E+03  1.128000E+01
 3383   Cu        X  1.098178E+03  1.129000E+01
 3384   Fe     XXII  1.098178E+03  1.129000E+01
 3385   Cu        X  1.098178E+03  1.129000E+01
 3386   Fe      XXI  1.098178E+03  1.129000E+01
 3387   Cu        X  1.098178E+03  1.129000E+01
 3388   Mn     XXIV  1.097206E+03  1.130000E+01
 3389   Cr     XXIV  1.096236E+03  1.131000E+01
 3390   Co    XVIII  1.095267E+03  1.132000E+01
 3391   Ca    XVIII  1.095267E+03  1.132000E+01
 3392   Cu        X  1.094300E+03  1.133000E+01
 3393   Ni    XVIII  1.093335E+03  1.134000E+01
 3394   Zn       VI  1.092372E+03  1.135000E+01
 3395   Fe      XXI  1.090451E+03  1.137000E+01
 3396   Zn      XXI  1.089492E+03  1.138000E+01
 3397   Sc      XIX  1.089492E+03  1.138000E+01
 3398   Mn     XXIV  1.088536E+03  1.139000E+01
 3399   Fe    XVIII  1.088536E+03  1.139000E+01
 3400   Fe     XVII  1.087581E+03  1.140000E+01
 3401   Cu       IX  1.087581E+03  1.140000E+01
 3402   Zn       XX  1.084727E+03  1.143000E+01
 3403   Cu       IX  1.084727E+03  1.143000E+01
 3404   Zn       XX  1.084727E+03  1.143000E+01
 3405   Cu       IX  1.084727E+03  1.143000E+01
 3406   Zn      XIX  1.082832E+03  1.145000E+01
 3407   Na     VIII  1.082832E+03  1.145000E+01
 3408   Zn      XIX  1.082832E+03  1.145000E+01
 3409   Cu     XIII  1.082832E+03  1.145000E+01
 3410   Zn      XIX  1.082832E+03  1.145000E+01
 3411   Ti       XX  1.082832E+03  1.145000E+01
 3412   Zn      XIX  1.082832E+03  1.145000E+01
 3413   Cu     XIII  1.082832E+03  1.145000E+01
 3414   Fe       XX  1.080944E+03  1.147000E+01
 3415   Ni      XVI  1.080944E+03  1.147000E+01
 3416   Ca    XVIII  1.080944E+03  1.147000E+01
 3417   Na      VII  1.080944E+03  1.147000E+01
 3418   Zn       IV  1.080002E+03  1.148000E+01
 3419   Fe    XVIII  1.080002E+03  1.148000E+01
 3420   Zn       IV  1.080002E+03  1.148000E+01
 3421   Co    XVIII  1.079062E+03  1.149000E+01
 3422   Mn     XXIV  1.079062E+03  1.149000E+01
 3423   Cu     VIII  1.079062E+03  1.149000E+01
 3424   Zn    XVIII  1.079062E+03  1.149000E+01
 3425   Cu     VIII  1.079062E+03  1.149000E+01
 3426   Zn    XVIII  1.079062E+03  1.149000E+01
 3427   Na        V  1.078124E+03  1.150000E+01
 3428   Zn        V  1.076252E+03  1.152000E+01
 3429   Na       VI  1.076252E+03  1.152000E+01
 3430   Zn        V  1.076252E+03  1.152000E+01
 3431   Na       VI  1.076252E+03  1.152000E+01
 3432   Zn        V  1.076252E+03  1.152000E+01
 3433   Cu     VIII  1.075319E+03  1.153000E+01
 3434   Fe    XVIII  1.074387E+03  1.154000E+01
 3435   Ni      XIX  1.074387E+03  1.154000E+01
 3436   Ne       IX  1.073457E+03  1.155000E+01
 3437   Fe    XVIII  1.073457E+03  1.155000E+01
 3438   Zn     XVII  1.072528E+03  1.156000E+01
 3439   Fe      XIX  1.071601E+03  1.157000E+01
 3440   Mn    XXIII  1.070676E+03  1.158000E+01
 3441   Fe      XXI  1.069752E+03  1.159000E+01
 3442   Ni      XIX  1.068830E+03  1.160000E+01
 3443   Cu      VII  1.068830E+03  1.160000E+01
 3444   Fe     XXII  1.067909E+03  1.161000E+01
 3445   Na       IV  1.066990E+03  1.162000E+01
 3446   Zn      XVI  1.066990E+03  1.162000E+01
 3447   Na       IV  1.066990E+03  1.162000E+01
 3448   Zn      XVI  1.066990E+03  1.162000E+01
 3449   Zn      XXI  1.066073E+03  1.163000E+01
 3450   Fe      XXI  1.066073E+03  1.163000E+01
 3451   Zn      XXI  1.066073E+03  1.163000E+01
 3452   Cu      XII  1.065157E+03  1.164000E+01
 3453   Cu      VII  1.065157E+03  1.164000E+01
 3454   Fe      XXI  1.065157E+03  1.164000E+01
 3455   Cu      XII  1.065157E+03  1.164000E+01
 3456   Cu      VII  1.065157E+03  1.164000E+01
 3457   Cu      XII  1.065157E+03  1.164000E+01
 3458   Cu       XI  1.062419E+03  1.167000E+01
 3459   Zn       XX  1.060601E+03  1.169000E+01
 3460   Fe    XVIII  1.060601E+03  1.169000E+01
 3461   Zn       XX  1.060601E+03  1.169000E+01
 3462   Cu       IX  1.059694E+03  1.170000E+01
 3463   Ca    XVIII  1.059694E+03  1.170000E+01
 3464   Cu       IX  1.059694E+03  1.170000E+01
 3465   F        IX  1.058789E+03  1.171000E+01
 3466   Cu       VI  1.058789E+03  1.171000E+01
 3467   Zn      XIX  1.058789E+03  1.171000E+01
 3468   Cu       VI  1.058789E+03  1.171000E+01
 3469   Zn      XIX  1.058789E+03  1.171000E+01
 3470   Cu        X  1.057886E+03  1.172000E+01
 3471   Zn       IV  1.056984E+03  1.173000E+01
 3472   Zn      III  1.056984E+03  1.173000E+01
 3473   Zn       IV  1.056984E+03  1.173000E+01
 3474   Zn      III  1.056984E+03  1.173000E+01
 3475   Zn       IV  1.056984E+03  1.173000E+01
 3476   Zn      III  1.056984E+03  1.173000E+01
 3477   Zn       IV  1.056984E+03  1.173000E+01
 3478   Zn      III  1.056984E+03  1.173000E+01
 3479   Zn       IV  1.056984E+03  1.173000E+01
 3480   Fe     XXII  1.056084E+03  1.174000E+01
 3481   Cu       VI  1.055185E+03  1.175000E+01
 3482   Zn       XV  1.055185E+03  1.175000E+01
 3483   Zn    XVIII  1.055185E+03  1.175000E+01
 3484   Cu       VI  1.055185E+03  1.175000E+01
 3485   Zn       XV  1.055185E+03  1.175000E+01
 3486   Zn    XVIII  1.055185E+03  1.175000E+01
 3487   Zn       XV  1.055185E+03  1.175000E+01
 3488   Cu       VI  1.055185E+03  1.175000E+01
 3489   Zn    XVIII  1.055185E+03  1.175000E+01
 3490   Zn       XV  1.055185E+03  1.175000E+01
 3491   Na      III  1.053392E+03  1.177000E+01
 3492   Cu       IX  1.053392E+03  1.177000E+01
 3493   Na      III  1.053392E+03  1.177000E+01
 3494   Cu       IX  1.053392E+03  1.177000E+01
 3495   Ni     XVII  1.051605E+03  1.179000E+01
 3496   Fe      XXI  1.050714E+03  1.180000E+01
 3497   Ni      XIV  1.048936E+03  1.182000E+01
 3498   Cu        V  1.048936E+03  1.182000E+01
 3499   Zn     XVII  1.048936E+03  1.182000E+01
 3500   Ni      XIV  1.048936E+03  1.182000E+01
 3501   Zn     XVII  1.048936E+03  1.182000E+01
 3502   Ni      XIV  1.048936E+03  1.182000E+01
 3503   Zn     XVII  1.048936E+03  1.182000E+01
 3504   Ni      XIV  1.048936E+03  1.182000E+01
 3505   Cu        V  1.048936E+03  1.182000E+01
 3506   Cr    XXIII  1.048049E+03  1.183000E+01
 3507   Ni      XVI  1.047164E+03  1.184000E+01
 3508   Fe      XXI  1.046281E+03  1.185000E+01
 3509   Zn      XIV  1.046281E+03  1.185000E+01
 3510   Ni     XIII  1.046281E+03  1.185000E+01
 3511   Zn      XIV  1.046281E+03  1.185000E+01
 3512   Cu      XXI  1.045398E+03  1.186000E+01
 3513   Cu        V  1.045398E+03  1.186000E+01
 3514   Cu      XII  1.045398E+03  1.186000E+01
 3515   Fe    XVIII  1.045398E+03  1.186000E+01
 3516   Cu      XII  1.045398E+03  1.186000E+01
 3517   Cu        V  1.045398E+03  1.186000E+01
 3518   Cu      XII  1.045398E+03  1.186000E+01
 3519   Zn      XVI  1.042761E+03  1.189000E+01
 3520   Cu       XI  1.041884E+03  1.190000E+01
 3521   Ni       XV  1.041884E+03  1.190000E+01
 3522   Cu     VIII  1.041884E+03  1.190000E+01
 3523   Fe    XVIII  1.041884E+03  1.190000E+01
 3524   Ni       XV  1.041884E+03  1.190000E+01
 3525   Cu     VIII  1.041884E+03  1.190000E+01
 3526   Cu       XI  1.041884E+03  1.190000E+01
 3527   Ni     XIII  1.041884E+03  1.190000E+01
 3528   Cu     VIII  1.041884E+03  1.190000E+01
 3529   Ni     XIII  1.041884E+03  1.190000E+01
 3530   Cu       XI  1.041884E+03  1.190000E+01
 3531   Ni     XIII  1.041884E+03  1.190000E+01
 3532   Cu       XI  1.041884E+03  1.190000E+01
 3533   Cu     VIII  1.041884E+03  1.190000E+01
 3534   Ni     XIII  1.041884E+03  1.190000E+01
 3535   Ni       XV  1.041884E+03  1.190000E+01
 3536   Ni     XIII  1.041884E+03  1.190000E+01
 3537   Ni       XV  1.041884E+03  1.190000E+01
 3538   Cu     VIII  1.041884E+03  1.190000E+01
 3539   Ni       XV  1.041884E+03  1.190000E+01
 3540   Na       II  1.041010E+03  1.191000E+01
 3541   Co    XVIII  1.041010E+03  1.191000E+01
 3542   Ca     XVII  1.041010E+03  1.191000E+01
 3543   Cu      VII  1.040136E+03  1.192000E+01
 3544   Cu       IV  1.039264E+03  1.193000E+01
 3545   Cu        X  1.038394E+03  1.194000E+01
 3546   Cr    XXIII  1.038394E+03  1.194000E+01
 3547   Fe       XX  1.038394E+03  1.194000E+01
 3548   Cu        X  1.038394E+03  1.194000E+01
 3549   Ni       XX  1.038394E+03  1.194000E+01
 3550   Zn       II  1.037525E+03  1.195000E+01
 3551   Cu       IV  1.035791E+03  1.197000E+01
 3552   Zn       II  1.035791E+03  1.197000E+01
 3553   Zn     XIII  1.035791E+03  1.197000E+01
 3554   Mn     XXII  1.035791E+03  1.197000E+01
 3555   Ca     XVII  1.035791E+03  1.197000E+01
 3556   Zn     XIII  1.035791E+03  1.197000E+01
 3557   K       XIX  1.035791E+03  1.197000E+01
 3558   Zn       II  1.035791E+03  1.197000E+01
 3559   Cu       IV  1.035791E+03  1.197000E+01
 3560   Zn     XIII  1.035791E+03  1.197000E+01
 3561   Ni        X  1.034927E+03  1.198000E+01
 3562   Ni      XII  1.034064E+03  1.199000E+01
 3563   Zn      III  1.034064E+03  1.199000E+01
 3564   Ni      XII  1.034064E+03  1.199000E+01
 3565   F        IX  1.034064E+03  1.199000E+01
 3566   Zn      III  1.034064E+03  1.199000E+01
 3567   Ca     XVII  1.034064E+03  1.199000E+01
 3568   Zn      III  1.034064E+03  1.199000E+01
 3569   Ni      XII  1.034064E+03  1.199000E+01
 3570   Zn      III  1.034064E+03  1.199000E+01
 3571   Cu       IX  1.033202E+03  1.200000E+01
 3572   Mn     XXII  1.033202E+03  1.200000E+01
 3573   Cu       IX  1.033202E+03  1.200000E+01
 3574   Ti      III  1.033202E+03  1.200000E+01
 3575   Cu       IX  1.033202E+03  1.200000E+01
 3576   Zn       XV  1.032342E+03  1.201000E+01
 3577   Ni      XII  1.031483E+03  1.202000E+01
 3578   Ca     XVII  1.031483E+03  1.202000E+01
 3579   Cu      III  1.029769E+03  1.204000E+01
 3580   Ni     XIII  1.028915E+03  1.205000E+01
 3581   Co      XVI  1.028062E+03  1.206000E+01
 3582   Ca    XVIII  1.027210E+03  1.207000E+01
 3583   Cu      III  1.026360E+03  1.208000E+01
 3584   Cu       VI  1.026360E+03  1.208000E+01
 3585   Cu      III  1.026360E+03  1.208000E+01
 3586   Cu       VI  1.026360E+03  1.208000E+01
 3587   Cr    XXIII  1.025511E+03  1.209000E+01
 3588   Ca       XX  1.025511E+03  1.209000E+01
 3589   Cu      XXI  1.024663E+03  1.210000E+01
 3590   Ni       XI  1.023817E+03  1.211000E+01
 3591   Zn      XII  1.023817E+03  1.211000E+01
 3592   Ni       XI  1.023817E+03  1.211000E+01
 3593   Zn      XII  1.023817E+03  1.211000E+01
 3594   Cu       II  1.022972E+03  1.212000E+01
 3595   Cu     VIII  1.022129E+03  1.213000E+01
 3596   Zn      XIV  1.022129E+03  1.213000E+01
 3597   Cu     VIII  1.022129E+03  1.213000E+01
 3598   Zn      XIV  1.022129E+03  1.213000E+01
 3599   Cu     VIII  1.022129E+03  1.213000E+01
 3600   Zn      XIV  1.022129E+03  1.213000E+01
 3601   Cu     VIII  1.022129E+03  1.213000E+01
 3602   Zn      XIV  1.022129E+03  1.213000E+01
 3603   Ni       XI  1.021287E+03  1.214000E+01
 3604   Ne        X  1.021287E+03  1.214000E+01
 3605   Ni       XI  1.021287E+03  1.214000E+01
 3606   Fe      XXI  1.020446E+03  1.215000E+01
 3607   Cu      VII  1.019607E+03  1.216000E+01
 3608   Cr    XXIII  1.019607E+03  1.216000E+01
 3609   Cu      VII  1.019607E+03  1.216000E+01
 3610   Fe       XX  1.019607E+03  1.216000E+01
 3611   Cu      VII  1.019607E+03  1.216000E+01
 3612   Cu       II  1.019607E+03  1.216000E+01
 3613   Ca     XVII  1.018769E+03  1.217000E+01
 3614   Fe      XXI  1.016264E+03  1.220000E+01
 3615   Cr    XXIII  1.015432E+03  1.221000E+01
 3616   Ni        X  1.015432E+03  1.221000E+01
 3617   Zn       II  1.014601E+03  1.222000E+01
 3618   Zn       II  1.012943E+03  1.224000E+01
 3619   Zn     XIII  1.012116E+03  1.225000E+01
 3620   Cu        V  1.012116E+03  1.225000E+01
 3621   Ni        X  1.012116E+03  1.225000E+01
 3622   Cu        V  1.012116E+03  1.225000E+01
 3623   Zn     XIII  1.012116E+03  1.225000E+01
 3624   Cu        V  1.012116E+03  1.225000E+01
 3625   Ni        X  1.012116E+03  1.225000E+01
 3626   Fe      XIX  1.012116E+03  1.225000E+01
 3627   Cu        V  1.012116E+03  1.225000E+01
 3628   Zn       XI  1.011291E+03  1.226000E+01
 3629   Fe       XX  1.010467E+03  1.227000E+01
 3630   Cr    XXIII  1.008002E+03  1.230000E+01
 3631   Ni      XII  1.007183E+03  1.231000E+01
 3632   Fe      XIX  1.007183E+03  1.231000E+01
 3633   Ni      XII  1.007183E+03  1.231000E+01
 3634   Ca     XVII  1.007183E+03  1.231000E+01
 3635   Cu       VI  1.006366E+03  1.232000E+01
 3636   Ni       IX  1.006366E+03  1.232000E+01
 3637   Cu       VI  1.006366E+03  1.232000E+01
 3638   Fe      XIX  1.006366E+03  1.232000E+01
 3639   Cu       VI  1.006366E+03  1.232000E+01
 3640   Ni       IX  1.006366E+03  1.232000E+01
 3641   Cu       VI  1.006366E+03  1.232000E+01
 3642   Ni       IX  1.006366E+03  1.232000E+01
 3643   V     XXIII  1.006366E+03  1.232000E+01
 3644   Cu       VI  1.006366E+03  1.232000E+01
 3645   Ni       IX  1.006366E+03  1.232000E+01
 3646   Cu       VI  1.006366E+03  1.232000E+01
 3647   Fe      XXI  1.004735E+03  1.234000E+01
 3648   Ca     XVII  1.003921E+03  1.235000E+01
 3649   Ni       IX  1.003109E+03  1.236000E+01
 3650   Co     XVII  1.002298E+03  1.237000E+01
 3651   Cr    XXIII  1.000680E+03  1.239000E+01
 3652   Zn      XII  9.998730E+02  1.240000E+01
 3653   Zn        X  9.998730E+02  1.240000E+01
 3654   Ni       IX  9.998730E+02  1.240000E+01
 3655   Zn      XII  9.998730E+02  1.240000E+01
 3656   Ni       IX  9.998730E+02  1.240000E+01
 3657   Zn        X  9.998730E+02  1.240000E+01
 3658   Cr    XXIII  9.998730E+02  1.240000E+01
 3659   Zn        X  9.998730E+02  1.240000E+01
 3660   Zn      XII  9.998730E+02  1.240000E+01
 3661   Fe      XIX  9.990673E+02  1.241000E+01
 3662   Ca     XVII  9.990673E+02  1.241000E+01
 3663   Fe      XXI  9.982628E+02  1.242000E+01
 3664   Cu       XX  9.974597E+02  1.243000E+01
 3665   Fe      XXI  9.974597E+02  1.243000E+01
 3666   Cu       XX  9.974597E+02  1.243000E+01
 3667   Ni     VIII  9.966579E+02  1.244000E+01
 3668   Cu       IV  9.950581E+02  1.246000E+01
 3669   Fe     XXII  9.950581E+02  1.246000E+01
 3670   Cu       IV  9.950581E+02  1.246000E+01
 3671   Ni     VIII  9.942602E+02  1.247000E+01
 3672   Cu      XIX  9.926681E+02  1.249000E+01
 3673   Cu        V  9.918740E+02  1.250000E+01
 3674   Cr    XXIII  9.910811E+02  1.251000E+01
 3675   Cu    XVIII  9.902895E+02  1.252000E+01
 3676   Co       XV  9.902895E+02  1.252000E+01
 3677   Cu    XVIII  9.902895E+02  1.252000E+01
 3678   Co       XV  9.902895E+02  1.252000E+01
 3679   Ni      XII  9.894992E+02  1.253000E+01
 3680   Ni      XXI  9.887101E+02  1.254000E+01
 3681   Ni      VII  9.879223E+02  1.255000E+01
 3682   Zn       XI  9.879223E+02  1.255000E+01
 3683   Ni      VII  9.879223E+02  1.255000E+01
 3684   Zn       XI  9.879223E+02  1.255000E+01
 3685   Fe      XIX  9.871357E+02  1.256000E+01
 3686   Zn       IX  9.863504E+02  1.257000E+01
 3687   Cu     XVII  9.863504E+02  1.257000E+01
 3688   Zn       IX  9.863504E+02  1.257000E+01
 3689   Cu     XVII  9.863504E+02  1.257000E+01
 3690   Ni      VII  9.847835E+02  1.259000E+01
 3691   Fe      XIX  9.840019E+02  1.260000E+01
 3692   Co    XVIII  9.832216E+02  1.261000E+01
 3693   Cu      XVI  9.816646E+02  1.263000E+01
 3694   Cr     XXII  9.808880E+02  1.264000E+01
 3695   F        IX  9.801126E+02  1.265000E+01
 3696   Ni       XX  9.793384E+02  1.266000E+01
 3697   Ni       VI  9.793384E+02  1.266000E+01
 3698   Sc      XIX  9.785655E+02  1.267000E+01
 3699   Cu       XX  9.770232E+02  1.269000E+01
 3700   Zn        X  9.762539E+02  1.270000E+01
 3701   Ni       VI  9.762539E+02  1.270000E+01
 3702   Zn        X  9.762539E+02  1.270000E+01
 3703   Ni       VI  9.762539E+02  1.270000E+01
 3704   Zn        X  9.762539E+02  1.270000E+01
 3705   Ni       VI  9.762539E+02  1.270000E+01
 3706   Cu       IV  9.754858E+02  1.271000E+01
 3707   Cu       XV  9.754858E+02  1.271000E+01
 3708   Cu       IV  9.754858E+02  1.271000E+01
 3709   Cu       XV  9.754858E+02  1.271000E+01
 3710   Cu       IV  9.754858E+02  1.271000E+01
 3711   Cu       XV  9.754858E+02  1.271000E+01
 3712   Cu       IV  9.754858E+02  1.271000E+01
 3713   Cu      III  9.747189E+02  1.272000E+01
 3714   Zn     VIII  9.731888E+02  1.274000E+01
 3715   Ca    XVIII  9.731888E+02  1.274000E+01
 3716   Cu      XIX  9.724254E+02  1.275000E+01
 3717   Co        X  9.724254E+02  1.275000E+01
 3718   Ni       XI  9.709024E+02  1.277000E+01
 3719   Ca     XVII  9.701428E+02  1.278000E+01
 3720   Cu    XVIII  9.701428E+02  1.278000E+01
 3721   Ni        V  9.701428E+02  1.278000E+01
 3722   Cu    XVIII  9.701428E+02  1.278000E+01
 3723   Ni        V  9.701428E+02  1.278000E+01
 3724   Cu    XVIII  9.701428E+02  1.278000E+01
 3725   Ni        X  9.671158E+02  1.282000E+01
 3726   Ni        V  9.671158E+02  1.282000E+01
 3727   Ni        X  9.671158E+02  1.282000E+01
 3728   Ni        V  9.671158E+02  1.282000E+01
 3729   Ni        X  9.671158E+02  1.282000E+01
 3730   Ni        V  9.671158E+02  1.282000E+01
 3731   Ni        X  9.671158E+02  1.282000E+01
 3732   Cu     XVII  9.663620E+02  1.283000E+01
 3733   Fe    XVIII  9.663620E+02  1.283000E+01
 3734   Cu     XVII  9.663620E+02  1.283000E+01
 3735   Ni     VIII  9.641077E+02  1.286000E+01
 3736   Cu      XIV  9.641077E+02  1.286000E+01
 3737   Ca      XVI  9.641077E+02  1.286000E+01
 3738   Ni     VIII  9.641077E+02  1.286000E+01
 3739   Cu      XIV  9.641077E+02  1.286000E+01
 3740   Ni       IX  9.633586E+02  1.287000E+01
 3741   Zn      VII  9.626106E+02  1.288000E+01
 3742   Zn       IX  9.626106E+02  1.288000E+01
 3743   Zn      VII  9.626106E+02  1.288000E+01
 3744   Zn       IX  9.626106E+02  1.288000E+01
 3745   Fe    XVIII  9.626106E+02  1.288000E+01
 3746   Co      XVI  9.626106E+02  1.288000E+01
 3747   Zn      VII  9.626106E+02  1.288000E+01
 3748   Zn       IX  9.626106E+02  1.288000E+01
 3749   Zn      VII  9.626106E+02  1.288000E+01
 3750   Zn       IX  9.626106E+02  1.288000E+01
 3751   Co      XVI  9.626106E+02  1.288000E+01
 3752   Zn      VII  9.626106E+02  1.288000E+01
 3753   Zn       IX  9.626106E+02  1.288000E+01
 3754   Zn      VII  9.626106E+02  1.288000E+01
 3755   Co      XVI  9.626106E+02  1.288000E+01
 3756   Ca      XVI  9.618638E+02  1.289000E+01
 3757   Cu      XVI  9.611182E+02  1.290000E+01
 3758   Ni       IV  9.603737E+02  1.291000E+01
 3759   Ca     XVII  9.596304E+02  1.292000E+01
 3760   Fe    XVIII  9.596304E+02  1.292000E+01
 3761   Fe       XX  9.588882E+02  1.293000E+01
 3762   Co     XIII  9.588882E+02  1.293000E+01
 3763   V      XXII  9.588882E+02  1.293000E+01
 3764   Co     XIII  9.588882E+02  1.293000E+01
 3765   Co       XV  9.581472E+02  1.294000E+01
 3766   Ni       IV  9.574073E+02  1.295000E+01
 3767   Ni     VIII  9.566686E+02  1.296000E+01
 3768   Fe      XIX  9.566686E+02  1.296000E+01
 3769   Ni     VIII  9.566686E+02  1.296000E+01
 3770   Ca      XVI  9.559309E+02  1.297000E+01
 3771   Cu     XIII  9.551945E+02  1.298000E+01
 3772   Cu       XV  9.551945E+02  1.298000E+01
 3773   Cu     XIII  9.551945E+02  1.298000E+01
 3774   Cu       XV  9.551945E+02  1.298000E+01
 3775   Cu     XIII  9.551945E+02  1.298000E+01
 3776   Fe      XIX  9.551945E+02  1.298000E+01
 3777   Ni       XX  9.551945E+02  1.298000E+01
 3778   Cu       XV  9.551945E+02  1.298000E+01
 3779   Cu      III  9.544592E+02  1.299000E+01
 3780   Ni       XI  9.537250E+02  1.300000E+01
 3781   Ca     XVII  9.537250E+02  1.300000E+01
 3782   Ni       XI  9.537250E+02  1.300000E+01
 3783   Ni       XX  9.537250E+02  1.300000E+01
 3784   Ni       XI  9.537250E+02  1.300000E+01
 3785   Co      XIV  9.529919E+02  1.301000E+01
 3786   Fe      XIX  9.529919E+02  1.301000E+01
 3787   Co      XII  9.529919E+02  1.301000E+01
 3788   Co      XIV  9.529919E+02  1.301000E+01
 3789   Fe     XVII  9.522599E+02  1.302000E+01
 3790   Zn       VI  9.515291E+02  1.303000E+01
 3791   Ca      XVI  9.515291E+02  1.303000E+01
 3792   Zn       VI  9.515291E+02  1.303000E+01
 3793   Co      XII  9.515291E+02  1.303000E+01
 3794   V      XXII  9.507994E+02  1.304000E+01
 3795   Ni      III  9.507994E+02  1.304000E+01
 3796   Zn     VIII  9.500708E+02  1.305000E+01
 3797   Ni        X  9.500708E+02  1.305000E+01
 3798   Zn     VIII  9.500708E+02  1.305000E+01
 3799   Ni        X  9.500708E+02  1.305000E+01
 3800   Zn     VIII  9.500708E+02  1.305000E+01
 3801   Ni        X  9.500708E+02  1.305000E+01
 3802   Zn     VIII  9.500708E+02  1.305000E+01
 3803   Ni        X  9.500708E+02  1.305000E+01
 3804   Co      XIX  9.500708E+02  1.305000E+01
 3805   Ni        X  9.500708E+02  1.305000E+01
 3806   Zn     VIII  9.500708E+02  1.305000E+01
 3807   Ca      XVI  9.493433E+02  1.306000E+01
 3808   Ni      III  9.478918E+02  1.308000E+01
 3809   Cr      XXI  9.478918E+02  1.308000E+01
 3810   Ni      III  9.478918E+02  1.308000E+01
 3811   Cu       II  9.471676E+02  1.309000E+01
 3812   Ni       IX  9.457227E+02  1.311000E+01
